origin	destination	origin_urban_proportion
saint_kitts_nevis	mexico	0.32153
saint_kitts_nevis	belize	0.32153
saint_kitts_nevis	guatemala	0.32153
saint_kitts_nevis	honduras	0.32153
saint_kitts_nevis	el_salvador	0.32153
saint_kitts_nevis	nicaragua	0.32153
saint_kitts_nevis	costa_rica	0.32153
saint_kitts_nevis	panama	0.32153
saint_kitts_nevis	bahamas	0.32153
saint_kitts_nevis	cuba	0.32153
saint_kitts_nevis	turks_caicos_islands	0.32153
saint_kitts_nevis	cayman_islands	0.32153
saint_kitts_nevis	jamaica	0.32153
saint_kitts_nevis	haiti	0.32153
saint_kitts_nevis	dominican_republic	0.32153
saint_kitts_nevis	puerto_rico	0.32153
saint_kitts_nevis	united_states_virgin_islands	0.32153
saint_kitts_nevis	antigua_barbuda	0.32153
saint_kitts_nevis	guadeloupe	0.32153
saint_kitts_nevis	dominica	0.32153
saint_kitts_nevis	martinique	0.32153
saint_kitts_nevis	saint_lucia	0.32153
saint_kitts_nevis	saint_vincent_grenadines	0.32153
saint_kitts_nevis	barbados	0.32153
saint_kitts_nevis	grenada	0.32153
saint_kitts_nevis	trinidad_tobago	0.32153
saint_kitts_nevis	curacao	0.32153
saint_kitts_nevis	aruba	0.32153
saint_kitts_nevis	french_guiana	0.32153
saint_kitts_nevis	suriname	0.32153
saint_kitts_nevis	guyana	0.32153
saint_kitts_nevis	venezuela	0.32153
saint_kitts_nevis	colombia	0.32153
saint_kitts_nevis	ecuador	0.32153
saint_kitts_nevis	peru	0.32153
saint_kitts_nevis	bolivia	0.32153
saint_kitts_nevis	brazil	0.32153
saint_kitts_nevis	paraguay	0.32153
saint_kitts_nevis	uruguay	0.32153
saint_kitts_nevis	argentina	0.32153
saint_kitts_nevis	chile	0.32153
antigua_barbuda	canada	0.23393
antigua_barbuda	united_states	0.23393
antigua_barbuda	bermuda	0.23393
antigua_barbuda	mexico	0.23393
antigua_barbuda	belize	0.23393
antigua_barbuda	guatemala	0.23393
antigua_barbuda	honduras	0.23393
antigua_barbuda	el_salvador	0.23393
antigua_barbuda	nicaragua	0.23393
antigua_barbuda	costa_rica	0.23393
antigua_barbuda	panama	0.23393
antigua_barbuda	bahamas	0.23393
antigua_barbuda	cuba	0.23393
antigua_barbuda	turks_caicos_islands	0.23393
antigua_barbuda	cayman_islands	0.23393
antigua_barbuda	jamaica	0.23393
antigua_barbuda	haiti	0.23393
antigua_barbuda	dominican_republic	0.23393
antigua_barbuda	puerto_rico	0.23393
antigua_barbuda	united_states_virgin_islands	0.23393
antigua_barbuda	saint_kitts_nevis	0.23393
antigua_barbuda	guadeloupe	0.23393
antigua_barbuda	dominica	0.23393
antigua_barbuda	martinique	0.23393
antigua_barbuda	saint_lucia	0.23393
antigua_barbuda	saint_vincent_grenadines	0.23393
antigua_barbuda	barbados	0.23393
antigua_barbuda	grenada	0.23393
antigua_barbuda	trinidad_tobago	0.23393
antigua_barbuda	curacao	0.23393
antigua_barbuda	aruba	0.23393
antigua_barbuda	french_guiana	0.23393
antigua_barbuda	suriname	0.23393
antigua_barbuda	guyana	0.23393
antigua_barbuda	venezuela	0.23393
antigua_barbuda	colombia	0.23393
antigua_barbuda	ecuador	0.23393
antigua_barbuda	peru	0.23393
antigua_barbuda	bolivia	0.23393
antigua_barbuda	brazil	0.23393
antigua_barbuda	paraguay	0.23393
antigua_barbuda	uruguay	0.23393
antigua_barbuda	argentina	0.23393
antigua_barbuda	chile	0.23393
guadeloupe	canada	0.984
guadeloupe	united_states	0.984
guadeloupe	bermuda	0.984
guadeloupe	mexico	0.984
guadeloupe	belize	0.984
guadeloupe	guatemala	0.984
guadeloupe	honduras	0.984
guadeloupe	el_salvador	0.984
guadeloupe	nicaragua	0.984
guadeloupe	costa_rica	0.984
guadeloupe	panama	0.984
guadeloupe	bahamas	0.984
guadeloupe	cuba	0.984
guadeloupe	turks_caicos_islands	0.984
guadeloupe	cayman_islands	0.984
guadeloupe	jamaica	0.984
guadeloupe	haiti	0.984
guadeloupe	dominican_republic	0.984
guadeloupe	puerto_rico	0.984
guadeloupe	united_states_virgin_islands	0.984
guadeloupe	saint_kitts_nevis	0.984
guadeloupe	antigua_barbuda	0.984
guadeloupe	dominica	0.984
guadeloupe	martinique	0.984
guadeloupe	saint_lucia	0.984
guadeloupe	saint_vincent_grenadines	0.984
guadeloupe	barbados	0.984
guadeloupe	grenada	0.984
guadeloupe	trinidad_tobago	0.984
guadeloupe	curacao	0.984
guadeloupe	aruba	0.984
guadeloupe	french_guiana	0.984
guadeloupe	suriname	0.984
guadeloupe	guyana	0.984
guadeloupe	venezuela	0.984
guadeloupe	colombia	0.984
guadeloupe	ecuador	0.984
guadeloupe	peru	0.984
guadeloupe	bolivia	0.984
guadeloupe	brazil	0.984
guadeloupe	paraguay	0.984
guadeloupe	uruguay	0.984
guadeloupe	argentina	0.984
guadeloupe	chile	0.984
dominica	canada	0.6982
dominica	united_states	0.6982
dominica	bermuda	0.6982
dominica	mexico	0.6982
dominica	belize	0.6982
dominica	guatemala	0.6982
dominica	honduras	0.6982
dominica	el_salvador	0.6982
dominica	nicaragua	0.6982
dominica	costa_rica	0.6982
dominica	panama	0.6982
dominica	bahamas	0.6982
dominica	cuba	0.6982
dominica	turks_caicos_islands	0.6982
dominica	cayman_islands	0.6982
dominica	jamaica	0.6982
dominica	haiti	0.6982
dominica	dominican_republic	0.6982
dominica	puerto_rico	0.6982
dominica	united_states_virgin_islands	0.6982
dominica	saint_kitts_nevis	0.6982
dominica	antigua_barbuda	0.6982
dominica	guadeloupe	0.6982
dominica	martinique	0.6982
dominica	saint_lucia	0.6982
dominica	saint_vincent_grenadines	0.6982
dominica	barbados	0.6982
dominica	grenada	0.6982
dominica	trinidad_tobago	0.6982
dominica	curacao	0.6982
dominica	aruba	0.6982
dominica	french_guiana	0.6982
dominica	suriname	0.6982
dominica	guyana	0.6982
dominica	venezuela	0.6982
dominica	colombia	0.6982
dominica	ecuador	0.6982
dominica	peru	0.6982
dominica	bolivia	0.6982
dominica	brazil	0.6982
dominica	paraguay	0.6982
dominica	uruguay	0.6982
dominica	argentina	0.6982
dominica	chile	0.6982
martinique	canada	0.889
martinique	united_states	0.889
martinique	bermuda	0.889
martinique	mexico	0.889
martinique	belize	0.889
martinique	guatemala	0.889
martinique	honduras	0.889
martinique	el_salvador	0.889
martinique	nicaragua	0.889
martinique	costa_rica	0.889
martinique	panama	0.889
martinique	bahamas	0.889
martinique	cuba	0.889
martinique	turks_caicos_islands	0.889
martinique	cayman_islands	0.889
martinique	jamaica	0.889
martinique	haiti	0.889
martinique	dominican_republic	0.889
martinique	puerto_rico	0.889
martinique	united_states_virgin_islands	0.889
martinique	saint_kitts_nevis	0.889
martinique	antigua_barbuda	0.889
martinique	guadeloupe	0.889
martinique	dominica	0.889
martinique	saint_lucia	0.889
martinique	saint_vincent_grenadines	0.889
martinique	barbados	0.889
martinique	grenada	0.889
martinique	trinidad_tobago	0.889
martinique	curacao	0.889
martinique	aruba	0.889
martinique	french_guiana	0.889
martinique	suriname	0.889
martinique	guyana	0.889
martinique	venezuela	0.889
martinique	colombia	0.889
martinique	ecuador	0.889
martinique	peru	0.889
martinique	bolivia	0.889
martinique	brazil	0.889
martinique	paraguay	0.889
martinique	uruguay	0.889
martinique	argentina	0.889
martinique	chile	0.889
saint_lucia	canada	0.1854
saint_lucia	united_states	0.1854
saint_lucia	bermuda	0.1854
saint_lucia	mexico	0.1854
saint_lucia	belize	0.1854
saint_lucia	guatemala	0.1854
saint_lucia	honduras	0.1854
saint_lucia	el_salvador	0.1854
saint_lucia	nicaragua	0.1854
saint_lucia	costa_rica	0.1854
saint_lucia	panama	0.1854
saint_lucia	bahamas	0.1854
saint_lucia	cuba	0.1854
saint_lucia	turks_caicos_islands	0.1854
saint_lucia	cayman_islands	0.1854
saint_lucia	jamaica	0.1854
saint_lucia	haiti	0.1854
saint_lucia	dominican_republic	0.1854
saint_lucia	puerto_rico	0.1854
saint_lucia	united_states_virgin_islands	0.1854
saint_lucia	saint_kitts_nevis	0.1854
saint_lucia	antigua_barbuda	0.1854
saint_lucia	guadeloupe	0.1854
saint_lucia	dominica	0.1854
saint_lucia	martinique	0.1854
saint_lucia	saint_vincent_grenadines	0.1854
saint_lucia	barbados	0.1854
saint_lucia	grenada	0.1854
saint_lucia	trinidad_tobago	0.1854
saint_lucia	curacao	0.1854
saint_lucia	aruba	0.1854
saint_lucia	french_guiana	0.1854
saint_lucia	suriname	0.1854
saint_lucia	guyana	0.1854
saint_lucia	venezuela	0.1854
saint_lucia	colombia	0.1854
saint_lucia	ecuador	0.1854
saint_lucia	peru	0.1854
saint_lucia	bolivia	0.1854
saint_lucia	brazil	0.1854
saint_lucia	paraguay	0.1854
saint_lucia	uruguay	0.1854
saint_lucia	argentina	0.1854
saint_lucia	chile	0.1854
saint_vincent_grenadines	canada	0.50899
saint_vincent_grenadines	united_states	0.50899
saint_vincent_grenadines	bermuda	0.50899
saint_vincent_grenadines	mexico	0.50899
saint_vincent_grenadines	belize	0.50899
saint_vincent_grenadines	guatemala	0.50899
saint_vincent_grenadines	honduras	0.50899
saint_vincent_grenadines	el_salvador	0.50899
saint_vincent_grenadines	nicaragua	0.50899
saint_vincent_grenadines	costa_rica	0.50899
saint_vincent_grenadines	panama	0.50899
saint_vincent_grenadines	bahamas	0.50899
saint_vincent_grenadines	cuba	0.50899
saint_vincent_grenadines	turks_caicos_islands	0.50899
saint_vincent_grenadines	cayman_islands	0.50899
saint_vincent_grenadines	jamaica	0.50899
saint_vincent_grenadines	haiti	0.50899
saint_vincent_grenadines	dominican_republic	0.50899
saint_vincent_grenadines	puerto_rico	0.50899
saint_vincent_grenadines	united_states_virgin_islands	0.50899
saint_vincent_grenadines	saint_kitts_nevis	0.50899
saint_vincent_grenadines	antigua_barbuda	0.50899
saint_vincent_grenadines	guadeloupe	0.50899
saint_vincent_grenadines	dominica	0.50899
saint_vincent_grenadines	martinique	0.50899
saint_vincent_grenadines	saint_lucia	0.50899
saint_vincent_grenadines	barbados	0.50899
saint_vincent_grenadines	grenada	0.50899
saint_vincent_grenadines	trinidad_tobago	0.50899
saint_vincent_grenadines	curacao	0.50899
saint_vincent_grenadines	aruba	0.50899
saint_vincent_grenadines	french_guiana	0.50899
saint_vincent_grenadines	suriname	0.50899
saint_vincent_grenadines	guyana	0.50899
saint_vincent_grenadines	venezuela	0.50899
saint_vincent_grenadines	colombia	0.50899
saint_vincent_grenadines	ecuador	0.50899
saint_vincent_grenadines	peru	0.50899
saint_vincent_grenadines	bolivia	0.50899
saint_vincent_grenadines	brazil	0.50899
saint_vincent_grenadines	paraguay	0.50899
saint_vincent_grenadines	uruguay	0.50899
saint_vincent_grenadines	argentina	0.50899
saint_vincent_grenadines	chile	0.50899
barbados	canada	0.31415
barbados	united_states	0.31415
barbados	bermuda	0.31415
barbados	mexico	0.31415
barbados	belize	0.31415
barbados	guatemala	0.31415
barbados	honduras	0.31415
barbados	el_salvador	0.31415
barbados	nicaragua	0.31415
barbados	costa_rica	0.31415
barbados	panama	0.31415
barbados	bahamas	0.31415
barbados	cuba	0.31415
barbados	turks_caicos_islands	0.31415
barbados	cayman_islands	0.31415
barbados	jamaica	0.31415
barbados	haiti	0.31415
barbados	dominican_republic	0.31415
barbados	puerto_rico	0.31415
barbados	united_states_virgin_islands	0.31415
barbados	saint_kitts_nevis	0.31415
barbados	antigua_barbuda	0.31415
barbados	guadeloupe	0.31415
barbados	dominica	0.31415
barbados	martinique	0.31415
barbados	saint_lucia	0.31415
barbados	saint_vincent_grenadines	0.31415
barbados	grenada	0.31415
barbados	trinidad_tobago	0.31415
barbados	curacao	0.31415
barbados	aruba	0.31415
barbados	french_guiana	0.31415
barbados	suriname	0.31415
barbados	guyana	0.31415
barbados	venezuela	0.31415
barbados	colombia	0.31415
barbados	ecuador	0.31415
barbados	peru	0.31415
barbados	bolivia	0.31415
barbados	brazil	0.31415
barbados	paraguay	0.31415
barbados	uruguay	0.31415
barbados	argentina	0.31415
barbados	chile	0.31415
grenada	canada	0.35616
grenada	united_states	0.35616
grenada	bermuda	0.35616
grenada	mexico	0.35616
grenada	belize	0.35616
grenada	guatemala	0.35616
grenada	honduras	0.35616
grenada	el_salvador	0.35616
grenada	nicaragua	0.35616
grenada	costa_rica	0.35616
grenada	panama	0.35616
grenada	bahamas	0.35616
grenada	cuba	0.35616
grenada	turks_caicos_islands	0.35616
grenada	cayman_islands	0.35616
grenada	jamaica	0.35616
grenada	haiti	0.35616
grenada	dominican_republic	0.35616
grenada	puerto_rico	0.35616
grenada	united_states_virgin_islands	0.35616
grenada	saint_kitts_nevis	0.35616
grenada	antigua_barbuda	0.35616
grenada	guadeloupe	0.35616
grenada	dominica	0.35616
grenada	martinique	0.35616
grenada	saint_lucia	0.35616
grenada	saint_vincent_grenadines	0.35616
grenada	barbados	0.35616
grenada	trinidad_tobago	0.35616
grenada	curacao	0.35616
grenada	aruba	0.35616
grenada	french_guiana	0.35616
grenada	suriname	0.35616
grenada	guyana	0.35616
grenada	venezuela	0.35616
grenada	colombia	0.35616
grenada	ecuador	0.35616
grenada	peru	0.35616
grenada	bolivia	0.35616
grenada	brazil	0.35616
grenada	paraguay	0.35616
grenada	uruguay	0.35616
grenada	argentina	0.35616
grenada	chile	0.35616
trinidad_tobago	canada	0.08352
trinidad_tobago	united_states	0.08352
trinidad_tobago	bermuda	0.08352
trinidad_tobago	mexico	0.08352
trinidad_tobago	belize	0.08352
trinidad_tobago	guatemala	0.08352
trinidad_tobago	honduras	0.08352
trinidad_tobago	el_salvador	0.08352
trinidad_tobago	nicaragua	0.08352
trinidad_tobago	costa_rica	0.08352
trinidad_tobago	panama	0.08352
trinidad_tobago	bahamas	0.08352
trinidad_tobago	cuba	0.08352
trinidad_tobago	turks_caicos_islands	0.08352
trinidad_tobago	cayman_islands	0.08352
trinidad_tobago	jamaica	0.08352
trinidad_tobago	haiti	0.08352
trinidad_tobago	dominican_republic	0.08352
trinidad_tobago	puerto_rico	0.08352
trinidad_tobago	united_states_virgin_islands	0.08352
trinidad_tobago	saint_kitts_nevis	0.08352
trinidad_tobago	antigua_barbuda	0.08352
trinidad_tobago	guadeloupe	0.08352
trinidad_tobago	dominica	0.08352
trinidad_tobago	martinique	0.08352
trinidad_tobago	saint_lucia	0.08352
trinidad_tobago	saint_vincent_grenadines	0.08352
trinidad_tobago	barbados	0.08352
trinidad_tobago	grenada	0.08352
trinidad_tobago	curacao	0.08352
trinidad_tobago	aruba	0.08352
trinidad_tobago	french_guiana	0.08352
trinidad_tobago	suriname	0.08352
trinidad_tobago	guyana	0.08352
trinidad_tobago	venezuela	0.08352
trinidad_tobago	colombia	0.08352
trinidad_tobago	ecuador	0.08352
trinidad_tobago	peru	0.08352
trinidad_tobago	bolivia	0.08352
trinidad_tobago	brazil	0.08352
trinidad_tobago	paraguay	0.08352
trinidad_tobago	uruguay	0.08352
trinidad_tobago	argentina	0.08352
trinidad_tobago	chile	0.08352
curacao	canada	0.89241
curacao	united_states	0.89241
curacao	bermuda	0.89241
curacao	mexico	0.89241
curacao	belize	0.89241
curacao	guatemala	0.89241
curacao	honduras	0.89241
curacao	el_salvador	0.89241
curacao	nicaragua	0.89241
curacao	costa_rica	0.89241
curacao	panama	0.89241
curacao	bahamas	0.89241
curacao	cuba	0.89241
curacao	turks_caicos_islands	0.89241
curacao	cayman_islands	0.89241
curacao	jamaica	0.89241
curacao	haiti	0.89241
curacao	dominican_republic	0.89241
curacao	puerto_rico	0.89241
curacao	united_states_virgin_islands	0.89241
curacao	saint_kitts_nevis	0.89241
curacao	antigua_barbuda	0.89241
curacao	guadeloupe	0.89241
curacao	dominica	0.89241
curacao	martinique	0.89241
curacao	saint_lucia	0.89241
curacao	saint_vincent_grenadines	0.89241
curacao	barbados	0.89241
curacao	grenada	0.89241
curacao	trinidad_tobago	0.89241
curacao	aruba	0.89241
curacao	french_guiana	0.89241
curacao	suriname	0.89241
curacao	guyana	0.89241
curacao	venezuela	0.89241
curacao	colombia	0.89241
curacao	ecuador	0.89241
curacao	peru	0.89241
curacao	bolivia	0.89241
curacao	brazil	0.89241
curacao	paraguay	0.89241
curacao	uruguay	0.89241
curacao	argentina	0.89241
curacao	chile	0.89241
aruba	canada	0.41304
aruba	united_states	0.41304
aruba	bermuda	0.41304
aruba	mexico	0.41304
aruba	belize	0.41304
aruba	guatemala	0.41304
aruba	honduras	0.41304
aruba	el_salvador	0.41304
aruba	nicaragua	0.41304
aruba	costa_rica	0.41304
aruba	panama	0.41304
aruba	bahamas	0.41304
aruba	cuba	0.41304
aruba	turks_caicos_islands	0.41304
aruba	cayman_islands	0.41304
aruba	jamaica	0.41304
aruba	haiti	0.41304
aruba	dominican_republic	0.41304
aruba	puerto_rico	0.41304
aruba	united_states_virgin_islands	0.41304
aruba	saint_kitts_nevis	0.41304
aruba	antigua_barbuda	0.41304
aruba	guadeloupe	0.41304
aruba	dominica	0.41304
aruba	martinique	0.41304
aruba	saint_lucia	0.41304
aruba	saint_vincent_grenadines	0.41304
aruba	barbados	0.41304
aruba	grenada	0.41304
aruba	trinidad_tobago	0.41304
aruba	curacao	0.41304
aruba	french_guiana	0.41304
aruba	suriname	0.41304
aruba	guyana	0.41304
aruba	venezuela	0.41304
aruba	colombia	0.41304
aruba	ecuador	0.41304
aruba	peru	0.41304
aruba	bolivia	0.41304
aruba	brazil	0.41304
aruba	paraguay	0.41304
aruba	uruguay	0.41304
aruba	argentina	0.41304
aruba	chile	0.41304
french_guiana	canada	0.844
french_guiana	united_states	0.844
french_guiana	bermuda	0.844
french_guiana	mexico	0.844
french_guiana	belize	0.844
french_guiana	guatemala	0.844
french_guiana	honduras	0.844
french_guiana	el_salvador	0.844
french_guiana	nicaragua	0.844
french_guiana	costa_rica	0.844
french_guiana	panama	0.844
french_guiana	bahamas	0.844
french_guiana	cuba	0.844
french_guiana	turks_caicos_islands	0.844
french_guiana	cayman_islands	0.844
french_guiana	jamaica	0.844
french_guiana	haiti	0.844
french_guiana	dominican_republic	0.844
french_guiana	puerto_rico	0.844
french_guiana	united_states_virgin_islands	0.844
french_guiana	saint_kitts_nevis	0.844
french_guiana	antigua_barbuda	0.844
french_guiana	guadeloupe	0.844
french_guiana	dominica	0.844
french_guiana	martinique	0.844
french_guiana	saint_lucia	0.844
french_guiana	saint_vincent_grenadines	0.844
french_guiana	barbados	0.844
french_guiana	grenada	0.844
french_guiana	trinidad_tobago	0.844
french_guiana	curacao	0.844
french_guiana	aruba	0.844
french_guiana	suriname	0.844
french_guiana	guyana	0.844
french_guiana	venezuela	0.844
french_guiana	colombia	0.844
french_guiana	ecuador	0.844
french_guiana	peru	0.844
french_guiana	bolivia	0.844
french_guiana	brazil	0.844
french_guiana	paraguay	0.844
french_guiana	uruguay	0.844
french_guiana	argentina	0.844
french_guiana	chile	0.844
suriname	canada	0.66015
suriname	united_states	0.66015
suriname	bermuda	0.66015
suriname	mexico	0.66015
suriname	belize	0.66015
suriname	guatemala	0.66015
suriname	honduras	0.66015
suriname	el_salvador	0.66015
suriname	nicaragua	0.66015
suriname	costa_rica	0.66015
suriname	panama	0.66015
suriname	bahamas	0.66015
suriname	cuba	0.66015
suriname	turks_caicos_islands	0.66015
suriname	cayman_islands	0.66015
suriname	jamaica	0.66015
suriname	haiti	0.66015
suriname	dominican_republic	0.66015
suriname	puerto_rico	0.66015
suriname	united_states_virgin_islands	0.66015
suriname	saint_kitts_nevis	0.66015
suriname	antigua_barbuda	0.66015
suriname	guadeloupe	0.66015
suriname	dominica	0.66015
suriname	martinique	0.66015
suriname	saint_lucia	0.66015
suriname	saint_vincent_grenadines	0.66015
suriname	barbados	0.66015
suriname	grenada	0.66015
suriname	trinidad_tobago	0.66015
suriname	curacao	0.66015
suriname	aruba	0.66015
suriname	french_guiana	0.66015
suriname	guyana	0.66015
suriname	venezuela	0.66015
suriname	colombia	0.66015
suriname	ecuador	0.66015
suriname	peru	0.66015
suriname	bolivia	0.66015
suriname	brazil	0.66015
suriname	paraguay	0.66015
suriname	uruguay	0.66015
suriname	argentina	0.66015
suriname	chile	0.66015
guyana	canada	0.28661
guyana	united_states	0.28661
guyana	bermuda	0.28661
guyana	mexico	0.28661
guyana	belize	0.28661
guyana	guatemala	0.28661
guyana	honduras	0.28661
guyana	el_salvador	0.28661
guyana	nicaragua	0.28661
guyana	costa_rica	0.28661
guyana	panama	0.28661
guyana	bahamas	0.28661
guyana	cuba	0.28661
guyana	turks_caicos_islands	0.28661
guyana	cayman_islands	0.28661
guyana	jamaica	0.28661
guyana	haiti	0.28661
guyana	dominican_republic	0.28661
guyana	puerto_rico	0.28661
guyana	united_states_virgin_islands	0.28661
guyana	saint_kitts_nevis	0.28661
guyana	antigua_barbuda	0.28661
guyana	guadeloupe	0.28661
guyana	dominica	0.28661
guyana	martinique	0.28661
guyana	saint_lucia	0.28661
guyana	saint_vincent_grenadines	0.28661
guyana	barbados	0.28661
guyana	grenada	0.28661
guyana	trinidad_tobago	0.28661
guyana	curacao	0.28661
guyana	aruba	0.28661
guyana	french_guiana	0.28661
guyana	suriname	0.28661
guyana	venezuela	0.28661
guyana	colombia	0.28661
guyana	ecuador	0.28661
guyana	peru	0.28661
guyana	bolivia	0.28661
guyana	brazil	0.28661
guyana	paraguay	0.28661
guyana	uruguay	0.28661
guyana	argentina	0.28661
guyana	chile	0.28661
venezuela	canada	0.89043
venezuela	united_states	0.89043
venezuela	bermuda	0.89043
venezuela	mexico	0.89043
venezuela	belize	0.89043
venezuela	guatemala	0.89043
venezuela	honduras	0.89043
venezuela	el_salvador	0.89043
venezuela	nicaragua	0.89043
venezuela	costa_rica	0.89043
venezuela	panama	0.89043
venezuela	bahamas	0.89043
venezuela	cuba	0.89043
venezuela	turks_caicos_islands	0.89043
venezuela	cayman_islands	0.89043
venezuela	jamaica	0.89043
venezuela	haiti	0.89043
venezuela	dominican_republic	0.89043
venezuela	puerto_rico	0.89043
venezuela	united_states_virgin_islands	0.89043
venezuela	saint_kitts_nevis	0.89043
venezuela	antigua_barbuda	0.89043
venezuela	guadeloupe	0.89043
venezuela	dominica	0.89043
venezuela	martinique	0.89043
venezuela	saint_lucia	0.89043
venezuela	saint_vincent_grenadines	0.89043
venezuela	barbados	0.89043
venezuela	grenada	0.89043
venezuela	trinidad_tobago	0.89043
venezuela	curacao	0.89043
venezuela	aruba	0.89043
venezuela	french_guiana	0.89043
venezuela	suriname	0.89043
venezuela	guyana	0.89043
venezuela	colombia	0.89043
venezuela	ecuador	0.89043
venezuela	peru	0.89043
venezuela	bolivia	0.89043
venezuela	brazil	0.89043
venezuela	paraguay	0.89043
venezuela	uruguay	0.89043
venezuela	argentina	0.89043
venezuela	chile	0.89043
colombia	canada	0.76708
colombia	united_states	0.76708
colombia	bermuda	0.76708
colombia	mexico	0.76708
colombia	belize	0.76708
colombia	guatemala	0.76708
colombia	honduras	0.76708
colombia	el_salvador	0.76708
colombia	nicaragua	0.76708
colombia	costa_rica	0.76708
colombia	panama	0.76708
colombia	bahamas	0.76708
colombia	cuba	0.76708
colombia	turks_caicos_islands	0.76708
colombia	cayman_islands	0.76708
colombia	jamaica	0.76708
colombia	haiti	0.76708
colombia	dominican_republic	0.76708
colombia	puerto_rico	0.76708
colombia	united_states_virgin_islands	0.76708
colombia	saint_kitts_nevis	0.76708
colombia	antigua_barbuda	0.76708
colombia	guadeloupe	0.76708
colombia	dominica	0.76708
colombia	martinique	0.76708
colombia	saint_lucia	0.76708
colombia	saint_vincent_grenadines	0.76708
colombia	barbados	0.76708
colombia	grenada	0.76708
colombia	trinidad_tobago	0.76708
colombia	curacao	0.76708
colombia	aruba	0.76708
colombia	french_guiana	0.76708
colombia	suriname	0.76708
colombia	guyana	0.76708
colombia	venezuela	0.76708
colombia	ecuador	0.76708
colombia	peru	0.76708
colombia	bolivia	0.76708
colombia	brazil	0.76708
colombia	paraguay	0.76708
colombia	uruguay	0.76708
colombia	argentina	0.76708
colombia	chile	0.76708
ecuador	canada	0.63976
ecuador	united_states	0.63976
ecuador	bermuda	0.63976
ecuador	mexico	0.63976
ecuador	belize	0.63976
ecuador	guatemala	0.63976
ecuador	honduras	0.63976
ecuador	el_salvador	0.63976
ecuador	nicaragua	0.63976
ecuador	costa_rica	0.63976
ecuador	panama	0.63976
ecuador	bahamas	0.63976
ecuador	cuba	0.63976
ecuador	turks_caicos_islands	0.63976
ecuador	cayman_islands	0.63976
ecuador	jamaica	0.63976
ecuador	haiti	0.63976
ecuador	dominican_republic	0.63976
ecuador	puerto_rico	0.63976
ecuador	united_states_virgin_islands	0.63976
ecuador	saint_kitts_nevis	0.63976
ecuador	antigua_barbuda	0.63976
ecuador	guadeloupe	0.63976
ecuador	dominica	0.63976
ecuador	martinique	0.63976
ecuador	saint_lucia	0.63976
ecuador	saint_vincent_grenadines	0.63976
ecuador	barbados	0.63976
ecuador	grenada	0.63976
ecuador	trinidad_tobago	0.63976
ecuador	curacao	0.63976
ecuador	aruba	0.63976
ecuador	french_guiana	0.63976
ecuador	suriname	0.63976
ecuador	guyana	0.63976
ecuador	venezuela	0.63976
ecuador	colombia	0.63976
ecuador	peru	0.63976
ecuador	bolivia	0.63976
ecuador	brazil	0.63976
ecuador	paraguay	0.63976
ecuador	uruguay	0.63976
ecuador	argentina	0.63976
ecuador	chile	0.63976
peru	canada	0.78924
peru	united_states	0.78924
peru	bermuda	0.78924
peru	mexico	0.78924
peru	belize	0.78924
peru	guatemala	0.78924
peru	honduras	0.78924
peru	el_salvador	0.78924
peru	nicaragua	0.78924
peru	costa_rica	0.78924
peru	panama	0.78924
peru	bahamas	0.78924
peru	cuba	0.78924
peru	turks_caicos_islands	0.78924
peru	cayman_islands	0.78924
peru	jamaica	0.78924
peru	haiti	0.78924
peru	dominican_republic	0.78924
peru	puerto_rico	0.78924
peru	united_states_virgin_islands	0.78924
peru	saint_kitts_nevis	0.78924
peru	antigua_barbuda	0.78924
peru	guadeloupe	0.78924
peru	dominica	0.78924
peru	martinique	0.78924
peru	saint_lucia	0.78924
peru	saint_vincent_grenadines	0.78924
peru	barbados	0.78924
peru	grenada	0.78924
peru	trinidad_tobago	0.78924
peru	curacao	0.78924
peru	aruba	0.78924
peru	french_guiana	0.78924
peru	suriname	0.78924
peru	guyana	0.78924
peru	venezuela	0.78924
peru	colombia	0.78924
peru	ecuador	0.78924
peru	bolivia	0.78924
peru	brazil	0.78924
peru	paraguay	0.78924
peru	uruguay	0.78924
peru	argentina	0.78924
peru	chile	0.78924
bolivia	canada	0.68911
bolivia	united_states	0.68911
bolivia	bermuda	0.68911
bolivia	mexico	0.68911
bolivia	belize	0.68911
bolivia	guatemala	0.68911
bolivia	honduras	0.68911
bolivia	el_salvador	0.68911
bolivia	nicaragua	0.68911
bolivia	costa_rica	0.68911
bolivia	panama	0.68911
bolivia	bahamas	0.68911
bolivia	cuba	0.68911
bolivia	turks_caicos_islands	0.68911
bolivia	cayman_islands	0.68911
bolivia	jamaica	0.68911
bolivia	haiti	0.68911
bolivia	dominican_republic	0.68911
bolivia	puerto_rico	0.68911
bolivia	united_states_virgin_islands	0.68911
bolivia	saint_kitts_nevis	0.68911
bolivia	antigua_barbuda	0.68911
bolivia	guadeloupe	0.68911
bolivia	dominica	0.68911
bolivia	martinique	0.68911
bolivia	saint_lucia	0.68911
bolivia	saint_vincent_grenadines	0.68911
bolivia	barbados	0.68911
bolivia	grenada	0.68911
bolivia	trinidad_tobago	0.68911
bolivia	curacao	0.68911
bolivia	aruba	0.68911
bolivia	french_guiana	0.68911
bolivia	suriname	0.68911
bolivia	guyana	0.68911
bolivia	venezuela	0.68911
bolivia	colombia	0.68911
bolivia	ecuador	0.68911
bolivia	peru	0.68911
