origin	destination	destination_urban_proportion
saint_kitts_nevis	mexico	0.79517
saint_kitts_nevis	belize	0.43845
saint_kitts_nevis	guatemala	0.5203
saint_kitts_nevis	honduras	0.55315
saint_kitts_nevis	el_salvador	0.67189
saint_kitts_nevis	nicaragua	0.59107
saint_kitts_nevis	costa_rica	0.77675
saint_kitts_nevis	panama	0.66895
saint_kitts_nevis	bahamas	0.82951
saint_kitts_nevis	cuba	0.77184
saint_kitts_nevis	turks_caicos_islands	0.92502
saint_kitts_nevis	cayman_islands	1.0
saint_kitts_nevis	jamaica	0.5503
saint_kitts_nevis	haiti	0.59794
saint_kitts_nevis	dominican_republic	0.79841
saint_kitts_nevis	puerto_rico	0.93569
saint_kitts_nevis	united_states_virgin_islands	0.95459
saint_kitts_nevis	antigua_barbuda	0.23393
saint_kitts_nevis	guadeloupe	0.984
saint_kitts_nevis	dominica	0.6982
saint_kitts_nevis	martinique	0.889
saint_kitts_nevis	saint_lucia	0.1854
saint_kitts_nevis	saint_vincent_grenadines	0.50899
saint_kitts_nevis	barbados	0.31415
saint_kitts_nevis	grenada	0.35616
saint_kitts_nevis	trinidad_tobago	0.08352
saint_kitts_nevis	curacao	0.89241
saint_kitts_nevis	aruba	0.41304
saint_kitts_nevis	french_guiana	0.844
saint_kitts_nevis	suriname	0.66015
saint_kitts_nevis	guyana	0.28661
saint_kitts_nevis	venezuela	0.89043
saint_kitts_nevis	colombia	0.76708
saint_kitts_nevis	ecuador	0.63976
saint_kitts_nevis	peru	0.78924
saint_kitts_nevis	bolivia	0.68911
saint_kitts_nevis	brazil	0.85933
saint_kitts_nevis	paraguay	0.59924
saint_kitts_nevis	uruguay	0.9546
saint_kitts_nevis	argentina	0.91893
saint_kitts_nevis	chile	0.89697
antigua_barbuda	canada	0.82006
antigua_barbuda	united_states	0.81788
antigua_barbuda	bermuda	1.0
antigua_barbuda	mexico	0.79517
antigua_barbuda	belize	0.43845
antigua_barbuda	guatemala	0.5203
antigua_barbuda	honduras	0.55315
antigua_barbuda	el_salvador	0.67189
antigua_barbuda	nicaragua	0.59107
antigua_barbuda	costa_rica	0.77675
antigua_barbuda	panama	0.66895
antigua_barbuda	bahamas	0.82951
antigua_barbuda	cuba	0.77184
antigua_barbuda	turks_caicos_islands	0.92502
antigua_barbuda	cayman_islands	1.0
antigua_barbuda	jamaica	0.5503
antigua_barbuda	haiti	0.59794
antigua_barbuda	dominican_republic	0.79841
antigua_barbuda	puerto_rico	0.93569
antigua_barbuda	united_states_virgin_islands	0.95459
antigua_barbuda	saint_kitts_nevis	0.32153
antigua_barbuda	guadeloupe	0.984
antigua_barbuda	dominica	0.6982
antigua_barbuda	martinique	0.889
antigua_barbuda	saint_lucia	0.1854
antigua_barbuda	saint_vincent_grenadines	0.50899
antigua_barbuda	barbados	0.31415
antigua_barbuda	grenada	0.35616
antigua_barbuda	trinidad_tobago	0.08352
antigua_barbuda	curacao	0.89241
antigua_barbuda	aruba	0.41304
antigua_barbuda	french_guiana	0.844
antigua_barbuda	suriname	0.66015
antigua_barbuda	guyana	0.28661
antigua_barbuda	venezuela	0.89043
antigua_barbuda	colombia	0.76708
antigua_barbuda	ecuador	0.63976
antigua_barbuda	peru	0.78924
antigua_barbuda	bolivia	0.68911
antigua_barbuda	brazil	0.85933
antigua_barbuda	paraguay	0.59924
antigua_barbuda	uruguay	0.9546
antigua_barbuda	argentina	0.91893
antigua_barbuda	chile	0.89697
guadeloupe	canada	0.82006
guadeloupe	united_states	0.81788
guadeloupe	bermuda	1.0
guadeloupe	mexico	0.79517
guadeloupe	belize	0.43845
guadeloupe	guatemala	0.5203
guadeloupe	honduras	0.55315
guadeloupe	el_salvador	0.67189
guadeloupe	nicaragua	0.59107
guadeloupe	costa_rica	0.77675
guadeloupe	panama	0.66895
guadeloupe	bahamas	0.82951
guadeloupe	cuba	0.77184
guadeloupe	turks_caicos_islands	0.92502
guadeloupe	cayman_islands	1.0
guadeloupe	jamaica	0.5503
guadeloupe	haiti	0.59794
guadeloupe	dominican_republic	0.79841
guadeloupe	puerto_rico	0.93569
guadeloupe	united_states_virgin_islands	0.95459
guadeloupe	saint_kitts_nevis	0.32153
guadeloupe	antigua_barbuda	0.23393
guadeloupe	dominica	0.6982
guadeloupe	martinique	0.889
guadeloupe	saint_lucia	0.1854
guadeloupe	saint_vincent_grenadines	0.50899
guadeloupe	barbados	0.31415
guadeloupe	grenada	0.35616
guadeloupe	trinidad_tobago	0.08352
guadeloupe	curacao	0.89241
guadeloupe	aruba	0.41304
guadeloupe	french_guiana	0.844
guadeloupe	suriname	0.66015
guadeloupe	guyana	0.28661
guadeloupe	venezuela	0.89043
guadeloupe	colombia	0.76708
guadeloupe	ecuador	0.63976
guadeloupe	peru	0.78924
guadeloupe	bolivia	0.68911
guadeloupe	brazil	0.85933
guadeloupe	paraguay	0.59924
guadeloupe	uruguay	0.9546
guadeloupe	argentina	0.91893
guadeloupe	chile	0.89697
dominica	canada	0.82006
dominica	united_states	0.81788
dominica	bermuda	1.0
dominica	mexico	0.79517
dominica	belize	0.43845
dominica	guatemala	0.5203
dominica	honduras	0.55315
dominica	el_salvador	0.67189
dominica	nicaragua	0.59107
dominica	costa_rica	0.77675
dominica	panama	0.66895
dominica	bahamas	0.82951
dominica	cuba	0.77184
dominica	turks_caicos_islands	0.92502
dominica	cayman_islands	1.0
dominica	jamaica	0.5503
dominica	haiti	0.59794
dominica	dominican_republic	0.79841
dominica	puerto_rico	0.93569
dominica	united_states_virgin_islands	0.95459
dominica	saint_kitts_nevis	0.32153
dominica	antigua_barbuda	0.23393
dominica	guadeloupe	0.984
dominica	martinique	0.889
dominica	saint_lucia	0.1854
dominica	saint_vincent_grenadines	0.50899
dominica	barbados	0.31415
dominica	grenada	0.35616
dominica	trinidad_tobago	0.08352
dominica	curacao	0.89241
dominica	aruba	0.41304
dominica	french_guiana	0.844
dominica	suriname	0.66015
dominica	guyana	0.28661
dominica	venezuela	0.89043
dominica	colombia	0.76708
dominica	ecuador	0.63976
dominica	peru	0.78924
dominica	bolivia	0.68911
dominica	brazil	0.85933
dominica	paraguay	0.59924
dominica	uruguay	0.9546
dominica	argentina	0.91893
dominica	chile	0.89697
martinique	canada	0.82006
martinique	united_states	0.81788
martinique	bermuda	1.0
martinique	mexico	0.79517
martinique	belize	0.43845
martinique	guatemala	0.5203
martinique	honduras	0.55315
martinique	el_salvador	0.67189
martinique	nicaragua	0.59107
martinique	costa_rica	0.77675
martinique	panama	0.66895
martinique	bahamas	0.82951
martinique	cuba	0.77184
martinique	turks_caicos_islands	0.92502
martinique	cayman_islands	1.0
martinique	jamaica	0.5503
martinique	haiti	0.59794
martinique	dominican_republic	0.79841
martinique	puerto_rico	0.93569
martinique	united_states_virgin_islands	0.95459
martinique	saint_kitts_nevis	0.32153
martinique	antigua_barbuda	0.23393
martinique	guadeloupe	0.984
martinique	dominica	0.6982
martinique	saint_lucia	0.1854
martinique	saint_vincent_grenadines	0.50899
martinique	barbados	0.31415
martinique	grenada	0.35616
martinique	trinidad_tobago	0.08352
martinique	curacao	0.89241
martinique	aruba	0.41304
martinique	french_guiana	0.844
martinique	suriname	0.66015
martinique	guyana	0.28661
martinique	venezuela	0.89043
martinique	colombia	0.76708
martinique	ecuador	0.63976
martinique	peru	0.78924
martinique	bolivia	0.68911
martinique	brazil	0.85933
martinique	paraguay	0.59924
martinique	uruguay	0.9546
martinique	argentina	0.91893
martinique	chile	0.89697
saint_lucia	canada	0.82006
saint_lucia	united_states	0.81788
saint_lucia	bermuda	1.0
saint_lucia	mexico	0.79517
saint_lucia	belize	0.43845
saint_lucia	guatemala	0.5203
saint_lucia	honduras	0.55315
saint_lucia	el_salvador	0.67189
saint_lucia	nicaragua	0.59107
saint_lucia	costa_rica	0.77675
saint_lucia	panama	0.66895
saint_lucia	bahamas	0.82951
saint_lucia	cuba	0.77184
saint_lucia	turks_caicos_islands	0.92502
saint_lucia	cayman_islands	1.0
saint_lucia	jamaica	0.5503
saint_lucia	haiti	0.59794
saint_lucia	dominican_republic	0.79841
saint_lucia	puerto_rico	0.93569
saint_lucia	united_states_virgin_islands	0.95459
saint_lucia	saint_kitts_nevis	0.32153
saint_lucia	antigua_barbuda	0.23393
saint_lucia	guadeloupe	0.984
saint_lucia	dominica	0.6982
saint_lucia	martinique	0.889
saint_lucia	saint_vincent_grenadines	0.50899
saint_lucia	barbados	0.31415
saint_lucia	grenada	0.35616
saint_lucia	trinidad_tobago	0.08352
saint_lucia	curacao	0.89241
saint_lucia	aruba	0.41304
saint_lucia	french_guiana	0.844
saint_lucia	suriname	0.66015
saint_lucia	guyana	0.28661
saint_lucia	venezuela	0.89043
saint_lucia	colombia	0.76708
saint_lucia	ecuador	0.63976
saint_lucia	peru	0.78924
saint_lucia	bolivia	0.68911
saint_lucia	brazil	0.85933
saint_lucia	paraguay	0.59924
saint_lucia	uruguay	0.9546
saint_lucia	argentina	0.91893
saint_lucia	chile	0.89697
saint_vincent_grenadines	canada	0.82006
saint_vincent_grenadines	united_states	0.81788
saint_vincent_grenadines	bermuda	1.0
saint_vincent_grenadines	mexico	0.79517
saint_vincent_grenadines	belize	0.43845
saint_vincent_grenadines	guatemala	0.5203
saint_vincent_grenadines	honduras	0.55315
saint_vincent_grenadines	el_salvador	0.67189
saint_vincent_grenadines	nicaragua	0.59107
saint_vincent_grenadines	costa_rica	0.77675
saint_vincent_grenadines	panama	0.66895
saint_vincent_grenadines	bahamas	0.82951
saint_vincent_grenadines	cuba	0.77184
saint_vincent_grenadines	turks_caicos_islands	0.92502
saint_vincent_grenadines	cayman_islands	1.0
saint_vincent_grenadines	jamaica	0.5503
saint_vincent_grenadines	haiti	0.59794
saint_vincent_grenadines	dominican_republic	0.79841
saint_vincent_grenadines	puerto_rico	0.93569
saint_vincent_grenadines	united_states_virgin_islands	0.95459
saint_vincent_grenadines	saint_kitts_nevis	0.32153
saint_vincent_grenadines	antigua_barbuda	0.23393
saint_vincent_grenadines	guadeloupe	0.984
saint_vincent_grenadines	dominica	0.6982
saint_vincent_grenadines	martinique	0.889
saint_vincent_grenadines	saint_lucia	0.1854
saint_vincent_grenadines	barbados	0.31415
saint_vincent_grenadines	grenada	0.35616
saint_vincent_grenadines	trinidad_tobago	0.08352
saint_vincent_grenadines	curacao	0.89241
saint_vincent_grenadines	aruba	0.41304
saint_vincent_grenadines	french_guiana	0.844
saint_vincent_grenadines	suriname	0.66015
saint_vincent_grenadines	guyana	0.28661
saint_vincent_grenadines	venezuela	0.89043
saint_vincent_grenadines	colombia	0.76708
saint_vincent_grenadines	ecuador	0.63976
saint_vincent_grenadines	peru	0.78924
saint_vincent_grenadines	bolivia	0.68911
saint_vincent_grenadines	brazil	0.85933
saint_vincent_grenadines	paraguay	0.59924
saint_vincent_grenadines	uruguay	0.9546
saint_vincent_grenadines	argentina	0.91893
saint_vincent_grenadines	chile	0.89697
barbados	canada	0.82006
barbados	united_states	0.81788
barbados	bermuda	1.0
barbados	mexico	0.79517
barbados	belize	0.43845
barbados	guatemala	0.5203
barbados	honduras	0.55315
barbados	el_salvador	0.67189
barbados	nicaragua	0.59107
barbados	costa_rica	0.77675
barbados	panama	0.66895
barbados	bahamas	0.82951
barbados	cuba	0.77184
barbados	turks_caicos_islands	0.92502
barbados	cayman_islands	1.0
barbados	jamaica	0.5503
barbados	haiti	0.59794
barbados	dominican_republic	0.79841
barbados	puerto_rico	0.93569
barbados	united_states_virgin_islands	0.95459
barbados	saint_kitts_nevis	0.32153
barbados	antigua_barbuda	0.23393
barbados	guadeloupe	0.984
barbados	dominica	0.6982
barbados	martinique	0.889
barbados	saint_lucia	0.1854
barbados	saint_vincent_grenadines	0.50899
barbados	grenada	0.35616
barbados	trinidad_tobago	0.08352
barbados	curacao	0.89241
barbados	aruba	0.41304
barbados	french_guiana	0.844
barbados	suriname	0.66015
barbados	guyana	0.28661
barbados	venezuela	0.89043
barbados	colombia	0.76708
barbados	ecuador	0.63976
barbados	peru	0.78924
barbados	bolivia	0.68911
barbados	brazil	0.85933
barbados	paraguay	0.59924
barbados	uruguay	0.9546
barbados	argentina	0.91893
barbados	chile	0.89697
grenada	canada	0.82006
grenada	united_states	0.81788
grenada	bermuda	1.0
grenada	mexico	0.79517
grenada	belize	0.43845
grenada	guatemala	0.5203
grenada	honduras	0.55315
grenada	el_salvador	0.67189
grenada	nicaragua	0.59107
grenada	costa_rica	0.77675
grenada	panama	0.66895
grenada	bahamas	0.82951
grenada	cuba	0.77184
grenada	turks_caicos_islands	0.92502
grenada	cayman_islands	1.0
grenada	jamaica	0.5503
grenada	haiti	0.59794
grenada	dominican_republic	0.79841
grenada	puerto_rico	0.93569
grenada	united_states_virgin_islands	0.95459
grenada	saint_kitts_nevis	0.32153
grenada	antigua_barbuda	0.23393
grenada	guadeloupe	0.984
grenada	dominica	0.6982
grenada	martinique	0.889
grenada	saint_lucia	0.1854
grenada	saint_vincent_grenadines	0.50899
grenada	barbados	0.31415
grenada	trinidad_tobago	0.08352
grenada	curacao	0.89241
grenada	aruba	0.41304
grenada	french_guiana	0.844
grenada	suriname	0.66015
grenada	guyana	0.28661
grenada	venezuela	0.89043
grenada	colombia	0.76708
grenada	ecuador	0.63976
grenada	peru	0.78924
grenada	bolivia	0.68911
grenada	brazil	0.85933
grenada	paraguay	0.59924
grenada	uruguay	0.9546
grenada	argentina	0.91893
grenada	chile	0.89697
trinidad_tobago	canada	0.82006
trinidad_tobago	united_states	0.81788
trinidad_tobago	bermuda	1.0
trinidad_tobago	mexico	0.79517
trinidad_tobago	belize	0.43845
trinidad_tobago	guatemala	0.5203
trinidad_tobago	honduras	0.55315
trinidad_tobago	el_salvador	0.67189
trinidad_tobago	nicaragua	0.59107
trinidad_tobago	costa_rica	0.77675
trinidad_tobago	panama	0.66895
trinidad_tobago	bahamas	0.82951
trinidad_tobago	cuba	0.77184
trinidad_tobago	turks_caicos_islands	0.92502
trinidad_tobago	cayman_islands	1.0
trinidad_tobago	jamaica	0.5503
trinidad_tobago	haiti	0.59794
trinidad_tobago	dominican_republic	0.79841
trinidad_tobago	puerto_rico	0.93569
trinidad_tobago	united_states_virgin_islands	0.95459
trinidad_tobago	saint_kitts_nevis	0.32153
trinidad_tobago	antigua_barbuda	0.23393
trinidad_tobago	guadeloupe	0.984
trinidad_tobago	dominica	0.6982
trinidad_tobago	martinique	0.889
trinidad_tobago	saint_lucia	0.1854
trinidad_tobago	saint_vincent_grenadines	0.50899
trinidad_tobago	barbados	0.31415
trinidad_tobago	grenada	0.35616
trinidad_tobago	curacao	0.89241
trinidad_tobago	aruba	0.41304
trinidad_tobago	french_guiana	0.844
trinidad_tobago	suriname	0.66015
trinidad_tobago	guyana	0.28661
trinidad_tobago	venezuela	0.89043
trinidad_tobago	colombia	0.76708
trinidad_tobago	ecuador	0.63976
trinidad_tobago	peru	0.78924
trinidad_tobago	bolivia	0.68911
trinidad_tobago	brazil	0.85933
trinidad_tobago	paraguay	0.59924
trinidad_tobago	uruguay	0.9546
trinidad_tobago	argentina	0.91893
trinidad_tobago	chile	0.89697
curacao	canada	0.82006
curacao	united_states	0.81788
curacao	bermuda	1.0
curacao	mexico	0.79517
curacao	belize	0.43845
curacao	guatemala	0.5203
curacao	honduras	0.55315
curacao	el_salvador	0.67189
curacao	nicaragua	0.59107
curacao	costa_rica	0.77675
curacao	panama	0.66895
curacao	bahamas	0.82951
curacao	cuba	0.77184
curacao	turks_caicos_islands	0.92502
curacao	cayman_islands	1.0
curacao	jamaica	0.5503
curacao	haiti	0.59794
curacao	dominican_republic	0.79841
curacao	puerto_rico	0.93569
curacao	united_states_virgin_islands	0.95459
curacao	saint_kitts_nevis	0.32153
curacao	antigua_barbuda	0.23393
curacao	guadeloupe	0.984
curacao	dominica	0.6982
curacao	martinique	0.889
curacao	saint_lucia	0.1854
curacao	saint_vincent_grenadines	0.50899
curacao	barbados	0.31415
curacao	grenada	0.35616
curacao	trinidad_tobago	0.08352
curacao	aruba	0.41304
curacao	french_guiana	0.844
curacao	suriname	0.66015
curacao	guyana	0.28661
curacao	venezuela	0.89043
curacao	colombia	0.76708
curacao	ecuador	0.63976
curacao	peru	0.78924
curacao	bolivia	0.68911
curacao	brazil	0.85933
curacao	paraguay	0.59924
curacao	uruguay	0.9546
curacao	argentina	0.91893
curacao	chile	0.89697
aruba	canada	0.82006
aruba	united_states	0.81788
aruba	bermuda	1.0
aruba	mexico	0.79517
aruba	belize	0.43845
aruba	guatemala	0.5203
aruba	honduras	0.55315
aruba	el_salvador	0.67189
aruba	nicaragua	0.59107
aruba	costa_rica	0.77675
aruba	panama	0.66895
aruba	bahamas	0.82951
aruba	cuba	0.77184
aruba	turks_caicos_islands	0.92502
aruba	cayman_islands	1.0
aruba	jamaica	0.5503
aruba	haiti	0.59794
aruba	dominican_republic	0.79841
aruba	puerto_rico	0.93569
aruba	united_states_virgin_islands	0.95459
aruba	saint_kitts_nevis	0.32153
aruba	antigua_barbuda	0.23393
aruba	guadeloupe	0.984
aruba	dominica	0.6982
aruba	martinique	0.889
aruba	saint_lucia	0.1854
aruba	saint_vincent_grenadines	0.50899
aruba	barbados	0.31415
aruba	grenada	0.35616
aruba	trinidad_tobago	0.08352
aruba	curacao	0.89241
aruba	french_guiana	0.844
aruba	suriname	0.66015
aruba	guyana	0.28661
aruba	venezuela	0.89043
aruba	colombia	0.76708
aruba	ecuador	0.63976
aruba	peru	0.78924
aruba	bolivia	0.68911
aruba	brazil	0.85933
aruba	paraguay	0.59924
aruba	uruguay	0.9546
aruba	argentina	0.91893
aruba	chile	0.89697
french_guiana	canada	0.82006
french_guiana	united_states	0.81788
french_guiana	bermuda	1.0
french_guiana	mexico	0.79517
french_guiana	belize	0.43845
french_guiana	guatemala	0.5203
french_guiana	honduras	0.55315
french_guiana	el_salvador	0.67189
french_guiana	nicaragua	0.59107
french_guiana	costa_rica	0.77675
french_guiana	panama	0.66895
french_guiana	bahamas	0.82951
french_guiana	cuba	0.77184
french_guiana	turks_caicos_islands	0.92502
french_guiana	cayman_islands	1.0
french_guiana	jamaica	0.5503
french_guiana	haiti	0.59794
french_guiana	dominican_republic	0.79841
french_guiana	puerto_rico	0.93569
french_guiana	united_states_virgin_islands	0.95459
french_guiana	saint_kitts_nevis	0.32153
french_guiana	antigua_barbuda	0.23393
french_guiana	guadeloupe	0.984
french_guiana	dominica	0.6982
french_guiana	martinique	0.889
french_guiana	saint_lucia	0.1854
french_guiana	saint_vincent_grenadines	0.50899
french_guiana	barbados	0.31415
french_guiana	grenada	0.35616
french_guiana	trinidad_tobago	0.08352
french_guiana	curacao	0.89241
french_guiana	aruba	0.41304
french_guiana	suriname	0.66015
french_guiana	guyana	0.28661
french_guiana	venezuela	0.89043
french_guiana	colombia	0.76708
french_guiana	ecuador	0.63976
french_guiana	peru	0.78924
french_guiana	bolivia	0.68911
french_guiana	brazil	0.85933
french_guiana	paraguay	0.59924
french_guiana	uruguay	0.9546
french_guiana	argentina	0.91893
french_guiana	chile	0.89697
suriname	canada	0.82006
suriname	united_states	0.81788
suriname	bermuda	1.0
suriname	mexico	0.79517
suriname	belize	0.43845
suriname	guatemala	0.5203
suriname	honduras	0.55315
suriname	el_salvador	0.67189
suriname	nicaragua	0.59107
suriname	costa_rica	0.77675
suriname	panama	0.66895
suriname	bahamas	0.82951
suriname	cuba	0.77184
suriname	turks_caicos_islands	0.92502
suriname	cayman_islands	1.0
suriname	jamaica	0.5503
suriname	haiti	0.59794
suriname	dominican_republic	0.79841
suriname	puerto_rico	0.93569
suriname	united_states_virgin_islands	0.95459
suriname	saint_kitts_nevis	0.32153
suriname	antigua_barbuda	0.23393
suriname	guadeloupe	0.984
suriname	dominica	0.6982
suriname	martinique	0.889
suriname	saint_lucia	0.1854
suriname	saint_vincent_grenadines	0.50899
suriname	barbados	0.31415
suriname	grenada	0.35616
suriname	trinidad_tobago	0.08352
suriname	curacao	0.89241
suriname	aruba	0.41304
suriname	french_guiana	0.844
suriname	guyana	0.28661
suriname	venezuela	0.89043
suriname	colombia	0.76708
suriname	ecuador	0.63976
suriname	peru	0.78924
suriname	bolivia	0.68911
suriname	brazil	0.85933
suriname	paraguay	0.59924
suriname	uruguay	0.9546
suriname	argentina	0.91893
suriname	chile	0.89697
guyana	canada	0.82006
guyana	united_states	0.81788
guyana	bermuda	1.0
guyana	mexico	0.79517
guyana	belize	0.43845
guyana	guatemala	0.5203
guyana	honduras	0.55315
guyana	el_salvador	0.67189
guyana	nicaragua	0.59107
guyana	costa_rica	0.77675
guyana	panama	0.66895
guyana	bahamas	0.82951
guyana	cuba	0.77184
guyana	turks_caicos_islands	0.92502
guyana	cayman_islands	1.0
guyana	jamaica	0.5503
guyana	haiti	0.59794
guyana	dominican_republic	0.79841
guyana	puerto_rico	0.93569
guyana	united_states_virgin_islands	0.95459
guyana	saint_kitts_nevis	0.32153
guyana	antigua_barbuda	0.23393
guyana	guadeloupe	0.984
guyana	dominica	0.6982
guyana	martinique	0.889
guyana	saint_lucia	0.1854
guyana	saint_vincent_grenadines	0.50899
guyana	barbados	0.31415
guyana	grenada	0.35616
guyana	trinidad_tobago	0.08352
guyana	curacao	0.89241
guyana	aruba	0.41304
guyana	french_guiana	0.844
guyana	suriname	0.66015
guyana	venezuela	0.89043
guyana	colombia	0.76708
guyana	ecuador	0.63976
guyana	peru	0.78924
guyana	bolivia	0.68911
guyana	brazil	0.85933
guyana	paraguay	0.59924
guyana	uruguay	0.9546
guyana	argentina	0.91893
guyana	chile	0.89697
venezuela	canada	0.82006
venezuela	united_states	0.81788
venezuela	bermuda	1.0
venezuela	mexico	0.79517
venezuela	belize	0.43845
venezuela	guatemala	0.5203
venezuela	honduras	0.55315
venezuela	el_salvador	0.67189
venezuela	nicaragua	0.59107
venezuela	costa_rica	0.77675
venezuela	panama	0.66895
venezuela	bahamas	0.82951
venezuela	cuba	0.77184
venezuela	turks_caicos_islands	0.92502
venezuela	cayman_islands	1.0
venezuela	jamaica	0.5503
venezuela	haiti	0.59794
venezuela	dominican_republic	0.79841
venezuela	puerto_rico	0.93569
venezuela	united_states_virgin_islands	0.95459
venezuela	saint_kitts_nevis	0.32153
venezuela	antigua_barbuda	0.23393
venezuela	guadeloupe	0.984
venezuela	dominica	0.6982
venezuela	martinique	0.889
venezuela	saint_lucia	0.1854
venezuela	saint_vincent_grenadines	0.50899
venezuela	barbados	0.31415
venezuela	grenada	0.35616
venezuela	trinidad_tobago	0.08352
venezuela	curacao	0.89241
venezuela	aruba	0.41304
venezuela	french_guiana	0.844
venezuela	suriname	0.66015
venezuela	guyana	0.28661
venezuela	colombia	0.76708
venezuela	ecuador	0.63976
venezuela	peru	0.78924
venezuela	bolivia	0.68911
venezuela	brazil	0.85933
venezuela	paraguay	0.59924
venezuela	uruguay	0.9546
venezuela	argentina	0.91893
venezuela	chile	0.89697
colombia	canada	0.82006
colombia	united_states	0.81788
colombia	bermuda	1.0
colombia	mexico	0.79517
colombia	belize	0.43845
colombia	guatemala	0.5203
colombia	honduras	0.55315
colombia	el_salvador	0.67189
colombia	nicaragua	0.59107
colombia	costa_rica	0.77675
colombia	panama	0.66895
colombia	bahamas	0.82951
colombia	cuba	0.77184
colombia	turks_caicos_islands	0.92502
colombia	cayman_islands	1.0
colombia	jamaica	0.5503
colombia	haiti	0.59794
colombia	dominican_republic	0.79841
colombia	puerto_rico	0.93569
colombia	united_states_virgin_islands	0.95459
colombia	saint_kitts_nevis	0.32153
colombia	antigua_barbuda	0.23393
colombia	guadeloupe	0.984
colombia	dominica	0.6982
colombia	martinique	0.889
colombia	saint_lucia	0.1854
colombia	saint_vincent_grenadines	0.50899
colombia	barbados	0.31415
colombia	grenada	0.35616
colombia	trinidad_tobago	0.08352
colombia	curacao	0.89241
colombia	aruba	0.41304
colombia	french_guiana	0.844
colombia	suriname	0.66015
colombia	guyana	0.28661
colombia	venezuela	0.89043
colombia	ecuador	0.63976
colombia	peru	0.78924
colombia	bolivia	0.68911
colombia	brazil	0.85933
colombia	paraguay	0.59924
colombia	uruguay	0.9546
colombia	argentina	0.91893
colombia	chile	0.89697
ecuador	canada	0.82006
ecuador	united_states	0.81788
ecuador	bermuda	1.0
ecuador	mexico	0.79517
ecuador	belize	0.43845
ecuador	guatemala	0.5203
ecuador	honduras	0.55315
ecuador	el_salvador	0.67189
ecuador	nicaragua	0.59107
ecuador	costa_rica	0.77675
ecuador	panama	0.66895
ecuador	bahamas	0.82951
ecuador	cuba	0.77184
ecuador	turks_caicos_islands	0.92502
ecuador	cayman_islands	1.0
ecuador	jamaica	0.5503
ecuador	haiti	0.59794
ecuador	dominican_republic	0.79841
ecuador	puerto_rico	0.93569
ecuador	united_states_virgin_islands	0.95459
ecuador	saint_kitts_nevis	0.32153
ecuador	antigua_barbuda	0.23393
ecuador	guadeloupe	0.984
ecuador	dominica	0.6982
ecuador	martinique	0.889
ecuador	saint_lucia	0.1854
ecuador	saint_vincent_grenadines	0.50899
ecuador	barbados	0.31415
ecuador	grenada	0.35616
ecuador	trinidad_tobago	0.08352
ecuador	curacao	0.89241
ecuador	aruba	0.41304
ecuador	french_guiana	0.844
ecuador	suriname	0.66015
ecuador	guyana	0.28661
ecuador	venezuela	0.89043
ecuador	colombia	0.76708
ecuador	peru	0.78924
ecuador	bolivia	0.68911
ecuador	brazil	0.85933
ecuador	paraguay	0.59924
ecuador	uruguay	0.9546
ecuador	argentina	0.91893
ecuador	chile	0.89697
peru	canada	0.82006
peru	united_states	0.81788
peru	bermuda	1.0
peru	mexico	0.79517
peru	belize	0.43845
peru	guatemala	0.5203
peru	honduras	0.55315
peru	el_salvador	0.67189
peru	nicaragua	0.59107
peru	costa_rica	0.77675
peru	panama	0.66895
peru	bahamas	0.82951
peru	cuba	0.77184
peru	turks_caicos_islands	0.92502
peru	cayman_islands	1.0
peru	jamaica	0.5503
peru	haiti	0.59794
peru	dominican_republic	0.79841
peru	puerto_rico	0.93569
peru	united_states_virgin_islands	0.95459
peru	saint_kitts_nevis	0.32153
peru	antigua_barbuda	0.23393
peru	guadeloupe	0.984
peru	dominica	0.6982
peru	martinique	0.889
peru	saint_lucia	0.1854
peru	saint_vincent_grenadines	0.50899
peru	barbados	0.31415
peru	grenada	0.35616
peru	trinidad_tobago	0.08352
peru	curacao	0.89241
peru	aruba	0.41304
peru	french_guiana	0.844
peru	suriname	0.66015
peru	guyana	0.28661
peru	venezuela	0.89043
peru	colombia	0.76708
peru	ecuador	0.63976
peru	bolivia	0.68911
peru	brazil	0.85933
peru	paraguay	0.59924
peru	uruguay	0.9546
peru	argentina	0.91893
peru	chile	0.89697
bolivia	canada	0.82006
bolivia	united_states	0.81788
bolivia	bermuda	1.0
bolivia	mexico	0.79517
bolivia	belize	0.43845
bolivia	guatemala	0.5203
bolivia	honduras	0.55315
bolivia	el_salvador	0.67189
bolivia	nicaragua	0.59107
bolivia	costa_rica	0.77675
bolivia	panama	0.66895
bolivia	bahamas	0.82951
bolivia	cuba	0.77184
bolivia	turks_caicos_islands	0.92502
bolivia	cayman_islands	1.0
bolivia	jamaica	0.5503
bolivia	haiti	0.59794
bolivia	dominican_republic	0.79841
bolivia	puerto_rico	0.93569
bolivia	united_states_virgin_islands	0.95459
bolivia	saint_kitts_nevis	0.32153
bolivia	antigua_barbuda	0.23393
bolivia	guadeloupe	0.984
bolivia	dominica	0.6982
bolivia	martinique	0.889
bolivia	saint_lucia	0.1854
bolivia	saint_vincent_grenadines	0.50899
bolivia	barbados	0.31415
bolivia	grenada	0.35616
bolivia	trinidad_tobago	0.08352
bolivia	curacao	0.89241
bolivia	aruba	0.41304
bolivia	french_guiana	0.844
bolivia	suriname	0.66015
bolivia	guyana	0.28661
bolivia	venezuela	0.89043
