origin	destination	origin_population_size
peru	cayman_islands	31036656.0
peru	jamaica	31036656.0
peru	haiti	31036656.0
peru	dominican_republic	31036656.0
peru	puerto_rico	31036656.0
peru	united_states_virgin_islands	31036656.0
peru	saint_kitts_nevis	31036656.0
peru	antigua_barbuda	31036656.0
peru	guadeloupe	31036656.0
peru	dominica	31036656.0
peru	martinique	31036656.0
peru	saint_lucia	31036656.0
peru	saint_vincent_grenadines	31036656.0
peru	barbados	31036656.0
peru	grenada	31036656.0
peru	trinidad_tobago	31036656.0
peru	curacao	31036656.0
peru	aruba	31036656.0
peru	french_guiana	31036656.0
peru	suriname	31036656.0
peru	guyana	31036656.0
peru	venezuela	31036656.0
peru	colombia	31036656.0
peru	ecuador	31036656.0
peru	bolivia	31036656.0
peru	brazil	31036656.0
peru	paraguay	31036656.0
peru	uruguay	31036656.0
peru	argentina	31036656.0
peru	chile	31036656.0
bolivia	canada	11138234.0
bolivia	united_states	11138234.0
bolivia	bermuda	11138234.0
bolivia	mexico	11138234.0
bolivia	belize	11138234.0
bolivia	guatemala	11138234.0
bolivia	honduras	11138234.0
bolivia	el_salvador	11138234.0
bolivia	nicaragua	11138234.0
bolivia	costa_rica	11138234.0
bolivia	panama	11138234.0
bolivia	bahamas	11138234.0
bolivia	cuba	11138234.0
bolivia	turks_caicos_islands	11138234.0
bolivia	cayman_islands	11138234.0
bolivia	jamaica	11138234.0
bolivia	haiti	11138234.0
bolivia	dominican_republic	11138234.0
bolivia	puerto_rico	11138234.0
bolivia	united_states_virgin_islands	11138234.0
bolivia	saint_kitts_nevis	11138234.0
bolivia	antigua_barbuda	11138234.0
bolivia	guadeloupe	11138234.0
bolivia	dominica	11138234.0
bolivia	martinique	11138234.0
bolivia	saint_lucia	11138234.0
bolivia	saint_vincent_grenadines	11138234.0
bolivia	barbados	11138234.0
bolivia	grenada	11138234.0
bolivia	trinidad_tobago	11138234.0
bolivia	curacao	11138234.0
bolivia	aruba	11138234.0
bolivia	french_guiana	11138234.0
bolivia	suriname	11138234.0
bolivia	guyana	11138234.0
bolivia	venezuela	11138234.0
bolivia	colombia	11138234.0
bolivia	ecuador	11138234.0
bolivia	peru	11138234.0
bolivia	brazil	11138234.0
bolivia	paraguay	11138234.0
bolivia	uruguay	11138234.0
bolivia	argentina	11138234.0
bolivia	chile	11138234.0
brazil	canada	207353391.0
brazil	united_states	207353391.0
brazil	bermuda	207353391.0
brazil	mexico	207353391.0
brazil	belize	207353391.0
brazil	guatemala	207353391.0
brazil	honduras	207353391.0
brazil	el_salvador	207353391.0
brazil	nicaragua	207353391.0
brazil	costa_rica	207353391.0
brazil	panama	207353391.0
brazil	bahamas	207353391.0
brazil	cuba	207353391.0
brazil	turks_caicos_islands	207353391.0
brazil	cayman_islands	207353391.0
brazil	jamaica	207353391.0
brazil	haiti	207353391.0
brazil	dominican_republic	207353391.0
brazil	puerto_rico	207353391.0
brazil	united_states_virgin_islands	207353391.0
brazil	saint_kitts_nevis	207353391.0
brazil	antigua_barbuda	207353391.0
brazil	guadeloupe	207353391.0
brazil	dominica	207353391.0
brazil	martinique	207353391.0
brazil	saint_lucia	207353391.0
brazil	saint_vincent_grenadines	207353391.0
brazil	barbados	207353391.0
brazil	grenada	207353391.0
brazil	trinidad_tobago	207353391.0
brazil	curacao	207353391.0
brazil	aruba	207353391.0
brazil	french_guiana	207353391.0
brazil	suriname	207353391.0
brazil	guyana	207353391.0
brazil	venezuela	207353391.0
brazil	colombia	207353391.0
brazil	ecuador	207353391.0
brazil	peru	207353391.0
brazil	bolivia	207353391.0
brazil	paraguay	207353391.0
brazil	uruguay	207353391.0
brazil	argentina	207353391.0
brazil	chile	207353391.0
paraguay	canada	6943739.0
paraguay	united_states	6943739.0
paraguay	bermuda	6943739.0
paraguay	mexico	6943739.0
paraguay	belize	6943739.0
paraguay	guatemala	6943739.0
paraguay	honduras	6943739.0
paraguay	el_salvador	6943739.0
paraguay	nicaragua	6943739.0
paraguay	costa_rica	6943739.0
paraguay	panama	6943739.0
paraguay	bahamas	6943739.0
paraguay	cuba	6943739.0
paraguay	turks_caicos_islands	6943739.0
paraguay	cayman_islands	6943739.0
paraguay	jamaica	6943739.0
paraguay	haiti	6943739.0
paraguay	dominican_republic	6943739.0
paraguay	puerto_rico	6943739.0
paraguay	united_states_virgin_islands	6943739.0
paraguay	saint_kitts_nevis	6943739.0
paraguay	antigua_barbuda	6943739.0
paraguay	guadeloupe	6943739.0
paraguay	dominica	6943739.0
paraguay	martinique	6943739.0
paraguay	saint_lucia	6943739.0
paraguay	saint_vincent_grenadines	6943739.0
paraguay	barbados	6943739.0
paraguay	grenada	6943739.0
paraguay	trinidad_tobago	6943739.0
paraguay	curacao	6943739.0
paraguay	aruba	6943739.0
paraguay	french_guiana	6943739.0
paraguay	suriname	6943739.0
paraguay	guyana	6943739.0
paraguay	venezuela	6943739.0
paraguay	colombia	6943739.0
paraguay	ecuador	6943739.0
paraguay	peru	6943739.0
paraguay	bolivia	6943739.0
paraguay	brazil	6943739.0
paraguay	uruguay	6943739.0
paraguay	argentina	6943739.0
paraguay	chile	6943739.0
uruguay	canada	3360148.0
uruguay	united_states	3360148.0
uruguay	bermuda	3360148.0
uruguay	mexico	3360148.0
uruguay	belize	3360148.0
uruguay	guatemala	3360148.0
uruguay	honduras	3360148.0
uruguay	el_salvador	3360148.0
uruguay	nicaragua	3360148.0
uruguay	costa_rica	3360148.0
uruguay	panama	3360148.0
uruguay	bahamas	3360148.0
uruguay	cuba	3360148.0
uruguay	turks_caicos_islands	3360148.0
uruguay	cayman_islands	3360148.0
uruguay	jamaica	3360148.0
uruguay	haiti	3360148.0
uruguay	dominican_republic	3360148.0
uruguay	puerto_rico	3360148.0
uruguay	united_states_virgin_islands	3360148.0
uruguay	saint_kitts_nevis	3360148.0
uruguay	antigua_barbuda	3360148.0
uruguay	guadeloupe	3360148.0
uruguay	dominica	3360148.0
uruguay	martinique	3360148.0
uruguay	saint_lucia	3360148.0
uruguay	saint_vincent_grenadines	3360148.0
uruguay	barbados	3360148.0
uruguay	grenada	3360148.0
uruguay	trinidad_tobago	3360148.0
uruguay	curacao	3360148.0
uruguay	aruba	3360148.0
uruguay	french_guiana	3360148.0
uruguay	suriname	3360148.0
uruguay	guyana	3360148.0
uruguay	venezuela	3360148.0
uruguay	colombia	3360148.0
uruguay	ecuador	3360148.0
uruguay	peru	3360148.0
uruguay	bolivia	3360148.0
uruguay	brazil	3360148.0
uruguay	paraguay	3360148.0
uruguay	argentina	3360148.0
uruguay	chile	3360148.0
argentina	canada	44293293.0
argentina	united_states	44293293.0
argentina	bermuda	44293293.0
argentina	mexico	44293293.0
argentina	belize	44293293.0
argentina	guatemala	44293293.0
argentina	honduras	44293293.0
argentina	el_salvador	44293293.0
argentina	nicaragua	44293293.0
argentina	costa_rica	44293293.0
argentina	panama	44293293.0
argentina	bahamas	44293293.0
argentina	cuba	44293293.0
argentina	turks_caicos_islands	44293293.0
argentina	cayman_islands	44293293.0
argentina	jamaica	44293293.0
argentina	haiti	44293293.0
argentina	dominican_republic	44293293.0
argentina	puerto_rico	44293293.0
argentina	united_states_virgin_islands	44293293.0
argentina	saint_kitts_nevis	44293293.0
argentina	antigua_barbuda	44293293.0
argentina	guadeloupe	44293293.0
argentina	dominica	44293293.0
argentina	martinique	44293293.0
argentina	saint_lucia	44293293.0
argentina	saint_vincent_grenadines	44293293.0
argentina	barbados	44293293.0
argentina	grenada	44293293.0
argentina	trinidad_tobago	44293293.0
argentina	curacao	44293293.0
argentina	aruba	44293293.0
argentina	french_guiana	44293293.0
argentina	suriname	44293293.0
argentina	guyana	44293293.0
argentina	venezuela	44293293.0
argentina	colombia	44293293.0
argentina	ecuador	44293293.0
argentina	peru	44293293.0
argentina	bolivia	44293293.0
argentina	brazil	44293293.0
argentina	paraguay	44293293.0
argentina	uruguay	44293293.0
argentina	chile	44293293.0
chile	canada	17789267.0
chile	united_states	17789267.0
chile	bermuda	17789267.0
chile	mexico	17789267.0
chile	belize	17789267.0
chile	guatemala	17789267.0
chile	honduras	17789267.0
chile	el_salvador	17789267.0
chile	nicaragua	17789267.0
chile	costa_rica	17789267.0
chile	panama	17789267.0
chile	bahamas	17789267.0
chile	cuba	17789267.0
chile	turks_caicos_islands	17789267.0
chile	cayman_islands	17789267.0
chile	jamaica	17789267.0
chile	haiti	17789267.0
chile	dominican_republic	17789267.0
chile	puerto_rico	17789267.0
chile	united_states_virgin_islands	17789267.0
chile	saint_kitts_nevis	17789267.0
chile	antigua_barbuda	17789267.0
chile	guadeloupe	17789267.0
chile	dominica	17789267.0
chile	martinique	17789267.0
chile	saint_lucia	17789267.0
chile	saint_vincent_grenadines	17789267.0
chile	barbados	17789267.0
chile	grenada	17789267.0
chile	trinidad_tobago	17789267.0
chile	curacao	17789267.0
chile	aruba	17789267.0
chile	french_guiana	17789267.0
chile	suriname	17789267.0
chile	guyana	17789267.0
chile	venezuela	17789267.0
chile	colombia	17789267.0
chile	ecuador	17789267.0
chile	peru	17789267.0
chile	bolivia	17789267.0
chile	brazil	17789267.0
chile	paraguay	17789267.0
chile	uruguay	17789267.0
chile	argentina	17789267.0
