origin	destination	pax_volume
british_virgin_islands	chile	11
british_virgin_islands	colombia	77
british_virgin_islands	costa_rica	19
british_virgin_islands	cuba	39
british_virgin_islands	curacao	244
british_virgin_islands	dominica	1901
british_virgin_islands	dominican_republic	1809
british_virgin_islands	ecuador	1
british_virgin_islands	el_salvador	8
british_virgin_islands	grenada	767
british_virgin_islands	guadeloupe	167
british_virgin_islands	guatemala	4
british_virgin_islands	guyana	2556
british_virgin_islands	haiti	142
british_virgin_islands	jamaica	1706
british_virgin_islands	martinique	93
british_virgin_islands	mexico	110
british_virgin_islands	nicaragua	9
british_virgin_islands	panama	102
british_virgin_islands	peru	7
british_virgin_islands	puerto_rico	59119
british_virgin_islands	saint_barthelemy	201
british_virgin_islands	saint_kitts_nevis	4067
british_virgin_islands	saint_lucia	1787
british_virgin_islands	sint_maarten	21438
british_virgin_islands	saint_vincent_grenadines	1943
british_virgin_islands	suriname	7
british_virgin_islands	trinidad_tobago	1186
british_virgin_islands	turks_caicos_islands	70
british_virgin_islands	united_states	26096
british_virgin_islands	uruguay	4
british_virgin_islands	venezuela	81
british_virgin_islands	united_states_virgin_islands	18826
united_states_virgin_islands	anguilla	7229
united_states_virgin_islands	antigua_barbuda	1646
united_states_virgin_islands	argentina	202
united_states_virgin_islands	aruba	136
united_states_virgin_islands	bahamas	490
united_states_virgin_islands	barbados	478
united_states_virgin_islands	belize	81
united_states_virgin_islands	bermuda	305
united_states_virgin_islands	bolivia	10
united_states_virgin_islands	brazil	333
united_states_virgin_islands	canada	8787
united_states_virgin_islands	cayman_islands	618
united_states_virgin_islands	chile	176
united_states_virgin_islands	colombia	190
united_states_virgin_islands	costa_rica	1158
united_states_virgin_islands	cuba	6
united_states_virgin_islands	curacao	198
united_states_virgin_islands	dominica	2462
united_states_virgin_islands	dominican_republic	4576
united_states_virgin_islands	ecuador	92
united_states_virgin_islands	el_salvador	76
united_states_virgin_islands	grenada	202
united_states_virgin_islands	guadeloupe	63
united_states_virgin_islands	guatemala	55
united_states_virgin_islands	guyana	97
united_states_virgin_islands	haiti	544
united_states_virgin_islands	honduras	1077
united_states_virgin_islands	jamaica	1962
united_states_virgin_islands	martinique	12
united_states_virgin_islands	mexico	827
united_states_virgin_islands	nicaragua	900
united_states_virgin_islands	panama	214
united_states_virgin_islands	peru	149
united_states_virgin_islands	puerto_rico	81100
united_states_virgin_islands	saint_barthelemy	591
united_states_virgin_islands	saint_kitts_nevis	1934
united_states_virgin_islands	saint_lucia	615
united_states_virgin_islands	sint_maarten	17012
united_states_virgin_islands	saint_vincent_grenadines	23
united_states_virgin_islands	suriname	6
united_states_virgin_islands	trinidad_tobago	945
united_states_virgin_islands	turks_caicos_islands	278
united_states_virgin_islands	united_states	766760
united_states_virgin_islands	uruguay	77
united_states_virgin_islands	venezuela	13
united_states_virgin_islands	british_virgin_islands	18951
